,중분류,상품명,생산국가,상세정보
wine,레드,"마샹 따스, 뽀마르 레 비노",프랑스,"생산자
막상 따스 Marchand Tawse
국가/생산지역
프랑스(France) > 부르고뉴(Bourgogne) > 꼬뜨 드 본(Côte de Beaune) > 뽀마르(Pommard)
주요품종
피노 누아 (Pinot Noir)
등급
Pommard AOC(AOP), 'Les Vignots'
음용온도
14~16 ℃
추천음식
오리고기, 치즈 등과 잘 어울린다.
기타정보
*2016 빈티지: Robert Parker 90-92점
수입사
타이거인터내셔날   "
wine,레드,"마이클 몬다비 패밀리, 엠블렘 나파 카베르네 소비뇽",미국,"생산자
마이클 몬다비 패밀리 Michael Mondavi Family
국가/생산지역
미국(U.S.A) > 캘리포니아(California) > 나파 카운티(Napa County) > 나파 밸리(Napa Valley)
주요품종
카베르네 소비뇽 (Cabernet Sauvignon) 90%, 쁘띠 베르도 (Petit Verdot) 5%, 쁘띠 쉬라 (Petit Syrah) 5%
등급
Napa Valley AVA
음용온도
16~18 ℃
추천음식
그릴에 구운 채끝 스테이크, 라구 파스타 등과 잘 어울린다.
수입사
씨에스알와인   "
wine,레드,"막상 따스, 본 로마네",프랑스,"생산자
막상 따스 Marchand Tawse
국가/생산지역
프랑스(France) > 부르고뉴(Bourgogne) > 꼬뜨 드 뉘(Côte de Nuits) > 본-로마네(Vosne-Romanee)
주요품종
피노 누아 (Pinot Noir) 100%
등급
Vosne-Romanée AOC(AOP)
음용온도
14~16 ℃
추천음식
오리고기, 치즈 등과 잘 어울린다.
기타정보
*2018 빈티지: Burghound 87-90점, Vinous 89-91점
*2013 빈티지: Vinous Antonio Galloni 88점
수입사
크리스탈와인   "
wine,레드,"맥매니스, 노스 포티 레드 블렌드",미국,"생산자
맥매니스 와이너리 McManis Winery
국가/생산지역
미국(U.S.A) > 캘리포니아(California)
주요품종
쁘띠 시라 (Petite Sirah) 27%, 쁘띠 베르도 (Petit Verdot) 25%, 테롤데고 (Teroldego) 25%, 따나 (Tannat) 23%
스타일
Californian Red Blend
알코올
13~14 %
음용온도
16~18 ℃
추천음식
붉은육류, 스테이크, 양갈비, 바비큐, 불고기, 파스타, 다양한 치즈, 한국음식 등과 잘 어울린다.
기타정보
*2017 빈티지: 2020 대한민국 주류대상 대상, Sunset International Wine Competition Double Gold
*2014 빈티지: 2016 Wine Enthusiast Gold Medal
*2019빈티지: 2020 대한민국 주류대상 - 대상
수입사
와인투유코리아   "
wine,화이트,"메르 솔레이, 리저브 샤도네이",미국,"생산자
케이머스 빈야드 Caymus Vineyards
국가/생산지역
미국(U.S.A) > 캘리포니아(California) > 나파 카운티(Napa County) > 나파 밸리(Napa Valley)
주요품종
샤르도네 (Chardonnay) 100%
스타일
Californian Chardonnay
등급
Napa Valley AVA
음용온도
10~12 ℃
추천음식
연어 스테이크, 도가니탕, 떡국, 피자 등과 잘 어울린다.
기타정보
*2000 Wine Spectator's Top 100 - 1997 빈티지 32위
*2001 Wine Spectator's Top 100 - 1998 빈티지 23위
*2014 빈티지: 2017 Wine & Spirits 미국 탑 레스토랑 Most Popular Chardonnay 7위

*2016 빈티지 : Wine Spectator 87점
*2015 빈티지 : Vinous 90점, Robert Parker 89점, Cellar Tracker 89점
*2014 빈티지 : Wine Spectator 88점, Cellar Tracker 89점
*2013 빈티지 : Wine Spectator 89점, Cellar Tracker 90점

*Charlie Wagner - 설립자 Charlie Wagner의 손자
수입사
나라셀라   "
wine,화이트,"메종 카스텔, 세리 리미떼 꽁드리유",프랑스,"생산자
메종 카스텔 Maison Castel
국가/생산지역
프랑스(France) > 론(Rhone) > 꽁드리유(Condrieu)
주요품종
비오니에 (Viognier) 100%
스타일
Northern Rhône Condrieu
등급
Condrieu AOC(AOP)
양조
손 수확후 송이째 압착, 저온에서 침전물을 한번 걷어내어 자연 효모로 발효
숙성
15% 새 오크, 25% one 빈티지 배럴, 20% 600리터 4+ 빈티지 배럴, 40% 탱크에서 15개월동안 숙성
알코올
14~15 %
음용온도
8~10 ℃
추천음식
적양파를 곁들인 양고기로 만든 스튜인 타진 요리 외 샤퀴트리 또는 그릴 고기 요리와 잘 어울린다.
기타정보
*Decanter WWA: Platinum, 97 points
수입사
가자주류   "
wine,스파클링,"메종 카스텔, 크레망 드 보르도 브뤼",프랑스,"생산자
메종 카스텔 Maison Castel
국가/생산지역
프랑스(France) > 보르도(Bordeaux)
주요품종
세미용 (Semillon) , 카베르네 프랑 (Cabernet Franc)
숙성
18개월의 와인 숙성
알코올
5~6 %
음용온도
6~8 ℃
추천음식
생강 쿠키를 곁들인 푸아그라 요리, 가금류 요리, 백색육어류 요리와 잘 어울린다.
기타정보
*Concours de Bordeaux: Gold
수입사
가자주류   "
wine,로제,"모란데, 피오네로 로제",칠레,"생산자
비냐 모란데 Viña Morande
국가/생산지역
칠레(Chile) > 센트럴 밸리(Central Valley)
주요품종
카베르네 소비뇽 (Cabernet Sauvignon) , 시라/쉬라즈 (Syrah/Shiraz)
알코올
12 %
음용온도
11~13 ℃
추천음식
비빔밥, 피자, 돼지고기 요리나 매콤한 아시아 푸드와도 잘 어울린다.
기타정보
*Vintage 2010 87 points / Descorchados 2011 (Chile)
*Vintage 2009 Best Rose / La CAV 2009 (Chile)
*와인21닷컴 기자들이 선정한 '스틸&스파클링 로제' BEST10 와인
수입사
더블유에스통상   "
wine,레드,"몰리두커, 벨벳 글로브",호주,"생산자
몰리두커 Mollydooker
국가/생산지역
호주(Australia) > 사우스 오스트레일리아(South Australia) > 맥라렌 베일(McLaren Vale)
주요품종
시라/쉬라즈 (Syrah/Shiraz) 100%
스타일
Australian Shiraz
음용온도
16~18 ℃
추천음식
붉은 육류, 스테이크, 갈비찜, 불고기, 양갈비, 버섯, 숙성치즈, 한국음식 과 잘 어울린다.
기타정보
*2017 빈티지: Wine Spectator 94점
*2016 빈티지: Wine Spectator 93점, Robert Parker 95점
수입사
씨에스알와인   "
wine,레드,무쏘 메를로,스페인,"생산자
카사 로호 Casa Rojo
국가/생산지역
스페인(Spain)
주요품종
메를로 (Merlot) 100%
스타일
Spanish Merlot
음용온도
16~18 ℃
추천음식
돼지고기, 소고기, 스튜, 비프버거 등과 잘 어울린다.
수입사
에노테카코리아   "
wine,레드,뮤리엘 그랑 리제르바,스페인,"생산자
뮤리엘 그룹 Muriel Group
국가/생산지역
스페인(Spain) > 리오하(Rioja)
주요품종
템프라니요 (Tempranillo) 100%
스타일
Spanish Red
알코올
13~14 %
음용온도
16~18 ℃
추천음식
로스트 스테이크(소고기, 돼지고기, 양고기), 스모크 치즈, 다크 초콜릿 디저트 등고 잘 어울린다.
기타정보
*2005 빈티지: Wine Spectator 90점, Stephen Tanzer 91점,James Suckling 93점
*2016 Concours Mondial de Bruxelles - Gold Medal
*2014 International Wine Challenge - Silver Medal
*2014 International Wine & Spirits Competition - Silver Medal

수입사
(주)와이넬   "
wine,레드,"미션 드 렝고, 뀌베 카베르네 소비뇽",칠레,"생산자
미션 드 랭고 Vina Misiones de Rengo
국가/생산지역
칠레(Chile) > 라펠 밸리(Rapel Valley)
주요품종
카베르네 소비뇽 (Cabernet Sauvignon) 85%, 시라/쉬라즈 (Syrah/Shiraz) 10%, 카르메네르 (Carmenere) 5%
알코올
14.4 %
음용온도
15~17 ℃
추천음식
쇠고기 엠파나다, 양고기,돼지고기, 강한 풍미의 치즈 및 야생 조류 요리. 다랑어, 연어 등의 기름이 많은 생선류. 로즈마리를 곁들인 렌즈콩 요리, 꼬냑 소스를 겸비한 닭고기 요리 등에 잘 어울린다."
wine,화이트,"미션, 레이트 하비스트",뉴질랜드,"생산자
미션 에스테이트 와이너리 Mission Estate Winery
국가/생산지역
뉴질랜드(New Zealand)
주요품종
샤르도네 (Chardonnay) , 리슬링 (Riesling) , 게뷔르츠트라미너 (Gewurztraminer)
알코올
11~12 %
음용온도
6~8 ℃
추천음식
샐러드, 크림치즈, 리코타, 말린과일, 초콜릿, 스낵 등 디저트와 잘 어울린다.
수입사
유와인(주)   "
wine,화이트,"미션, 리슬링",뉴질랜드,"생산자
미션 에스테이트 와이너리 Mission Estate Winery
국가/생산지역
뉴질랜드(New Zealand) > 노스 아일랜드(North Island) > 혹스 베이(Hawke's Bay)
주요품종
리슬링 (Riesling) 100%
알코올
11~12 %
음용온도
8~10 ℃
추천음식
베이컨, 꼬치구이, 해산물, 양념치킨, 하몽, 살라미, 아시아요리, 매운음식, 동남아요리등과 잘 어울린다.
수입사
유와인(주)   "
wine,레드,미셸 롤랑 샤또 베르티노 생 뱅상,프랑스,"생산자
미쉘 롤랑 컬렉션 Michel Rolland Collection
국가/생산지역
프랑스(France) > 보르도(Bordeaux)
주요품종
메를로 (Merlot) 75%, 카베르네 프랑 (Cabernet Franc) 25%
스타일
Bordeaux Red
등급
Lalande-de-Pomerol AOC(AOP)
알코올
13 %
음용온도
16~18 ℃
추천음식
갈비찜, 불고기, 피자, 파스타, 치즈 등과 잘 어울린다.
수입사
국순당   "
wine,레드,"미켈레 끼아를로, 바르베라 다스티 레 오르메",이탈리아,"생산자
미켈레 끼아를로 Michele Chiarlo
국가/생산지역
이탈리아(Italy) > 피에몬테(Piemonte) > 아스티(Asti)
주요품종
바르베라 (Barbera) 100%
스타일
Italian Asti
등급
Barbera d'Asti DOCG(DOP)
알코올
13~14 %
음용온도
16~18 ℃
추천음식
피자, 파스타, 치즈 이 외에도 모든 음식들과 잘 어울린다.
기타정보
*2017 대한민국 주류대상 '구대륙 레드 와인부문 대상' 수상
*2014 빈티지: James Suckling 90점, Wine Spectator 88점 & Daily Picks 선정
*2013 빈티지: Decanter 90점, Wine Enthusiast 88점
*2012 빈티지: Decanter 89점, Wine Spectator 88점
수입사
금양인터내셔날   "
wine,레드,"바네사, 까베르네 쇼비뇽",칠레,"생산자
비냐 프란시스코 드 아귀레 Vina Francisco de Aguirre
국가/생산지역
칠레(Chile) > 코킴보(Coquimbo) > 리마리 밸리(Limari Valley)
주요품종
카베르네 소비뇽 (Cabernet Sauvignon) 100%
스타일
Chilean Cabernet Sauvignon
알코올
10~11 %
음용온도
11~13 ℃
추천음식
고기, 너츠와 잘 어울리며 디저트 혹은 애피타이저 와인으로 손색이 없다.
수입사
금양인터내셔날   "
wine,레드,"바디아 아 콜티부오노, 키안티 클라시코 리제르바",이탈리아,"생산자
바디아 아 콜티부오노 Badia a Coltibuono
국가/생산지역
이탈리아(Italy) > 토스카나(Toscana) > 키안티 클라시코(Chianti Classico)
주요품종
산지오베제 (Sangiovese) 90%, 기타 품종 (Other Grapes) 10%
등급
Chianti Classico DOCG(DOP)
알코올
13~14 %
음용온도
16~18 ℃
추천음식
고급 안심, 등심 스테이크, 그릴에 구운 야채, 바비큐요리, 숙성된 치즈등과 잘 어울린다.
기타정보
*2018 빈티지: Winescritic 94점
*Jancis Robinson 17.5점"
wine,화이트,"바론 데 발스, 화이트",스페인,"생산자
비센테 간디아 Vicente Gandia
국가/생산지역
스페인(Spain) > 발렌시아(Valencia)
주요품종
마카베오 (Macabeo)
스타일
Spanish Rioja White
알코올
11~12 %
음용온도
8~10 ℃
수입사
모노드림   "
wine,화이트,"바타시올로, 모스카토 다스티 '보스크 들라 레이'",이탈리아,"생산자
바타시올로 Batasiolo [Beni di Batasiolo]
국가/생산지역
이탈리아(Italy) > 피에몬테(Piemonte) > 아스티(Asti)
주요품종
모스카토 (Moscato ) 100%
스타일
Italian Asti
알코올
5~6 %
음용온도
6~8 ℃
추천음식
열대과일, 전통적인 크리스마스 디저트 파네토네(panettone) 등과 잘 어울린다.
수입사
(주)와이넬   "
wine,레드,"바틱, 까베르네 프랑",슬로베니아,"생산자
바틱 Batic
국가/생산지역
슬로베니아(Slovenia) > 비파바(Vipava)
주요품종
카베르네 프랑 (Cabernet Franc) 100%
음용온도
16~18 ℃
추천음식
붉은육류, 스테이크, 로스트비프, 훈제오리, 파스타, 다양한 치즈 등과 잘 어울린다.
기타정보
*바이오다이나믹(Demeter)
*마세레이티드 와인
*14개월 오크통, 발효 및 침용(껍질, 씨)"
wine,화이트,"바틱, 레불라",슬로베니아,"생산자
바틱 Batic
국가/생산지역
슬로베니아(Slovenia) > 비파바(Vipava)
주요품종
레불라 (Rebula)
음용온도
11~12 ℃
추천음식
흰살생선, 샐러드, 건육, 하몽, 프로슈토, 동남아요리, 파스타 등과 잘 어울린다.
기타정보
*바이오다이나믹(Demeter)
*오렌지와인
*24개월 오크통, 발효 및 침용(껍질, 씨)"
wine,레드,"발데리즈, 발데리즈",스페인,"생산자
발데리즈 Valderiz
국가/생산지역
스페인(Spain) > 리베라 델 두에로(Ribera del Duero)
주요품종
템프라니요 (Tempranillo) 100%
스타일
Spanish Red
등급
Ribera del Duero DO(DOP)
음용온도
16~18 ℃
추천음식
붉은 육류, 스테이크, 갈비찜, 스튜, 불고기, 양갈비, 순대, 햄버거, 피자, 한국음식 등과 잘 어울린다.
기타정보
*2015 빈티지: Robert Parker 91점, Wine Spectator 94점, James Suckling 94점
*2011 빈티지: Robert Parker 91점, Wine Spectator 94점
수입사
씨에스알와인   "
wine,레드,"베리 브라더스 & 러드, 뽀이약",프랑스,"생산자
베리 브라더스 & 러드 Berry Bros. & Rudd
국가/생산지역
프랑스(France) > 보르도(Bordeaux) > 뽀이약(Pauillac)
주요품종
카베르네 소비뇽 (Cabernet Sauvignon) 70%, 메를로 (Merlot) 30%
등급
Pauillac AOC(AOP)
알코올
13 %
음용온도
16~18 ℃
추천음식
붉은육류, 스테이크, 로스트비프, 바비큐, 불고기, 파스타, 다양한 치즈, 햄버거, 한국음식 등과 잘 어울린다."
wine,스파클링,"베리 브라더스 & 러드, 프로세코",이탈리아,"생산자
베리 브라더스 & 러드 Berry Bros. & Rudd
국가/생산지역
이탈리아(Italy) > 베네토(Veneto)
주요품종
글레라 (Glera) 100%
등급
Prosecco DOC(DOP)
알코올
11 %
음용온도
6~8 ℃
추천음식
식전주, 전채요리, 회, 스시, 해산물, 건육, 살라미, 하몽, 스낵 등과 잘 어울린다."
wine,스파클링,"벨라비스타, 사텐",이탈리아,"생산자
벨라비스타 Bellavista
국가/생산지역
이탈리아(Italy) > 롬바르디아(Lombardia)
주요품종
샤르도네 (Chardonnay) 100%
등급
Franciacorta DOCG(DOP)
알코올
12~13 %
음용온도
6~8 ℃
추천음식
에피타이저, 수프, 야채, 생선초밥, 블루치즈 등
수입사
에노테카코리아   "
wine,화이트,벨트악스 트로켄베렌아우스레제,독일,"생산자
벨트악스 Weltachs
국가/생산지역
독일(Germany) > 팔츠(Pfalz)
주요품종
오르테가 (Ortega) , 알바롱가 (Albalonga) , 훅셀레베 (Huxelrebe)
음용온도
6~8 ℃
추천음식
케이크, 쿠키, 과일안주, 달콤한 디저트류 등과 잘 어울린다.
수입사
신세계엘앤비   "
wine,레드,"보데가 세론, 라비아",스페인,"생산자
보데가 세론 Bodega Cerron
국가/생산지역
스페인(Spain) > 후미야(Jumilla)
주요품종
쁘띠 베르도 (Petit Verdot) 100%
스타일
Spanish Red
등급
Jumilla DO(DOP)
알코올
14 %
음용온도
16~18 ℃
추천음식
붉은육류, 스테이크, 양갈비, 바비큐, 불고기, 양념갈비, 파스타, 한국음식 등과 잘 어울린다.
기타정보
*올가닉 와인, 비건 와인
*Robert Parker 91점"
wine,레드,"보데가 세론, 레모르디미엔또 틴토",스페인,"생산자
보데가 세론 Bodega Cerron
국가/생산지역
스페인(Spain) > 후미야(Jumilla)
주요품종
템프라니요 (Tempranillo) , 카베르네 소비뇽 (Cabernet Sauvignon) , 쁘띠 베르도 (Petit Verdot) , 시라/쉬라즈 (Syrah/Shiraz)
스타일
Spanish Red
등급
Jumilla DO(DOP)
숙성
6개월 오크 숙성
알코올
14 %
음용온도
16~18 ℃
추천음식
붉은육류, 불고기, 갈비찜, 양갈비, 치킨, 순대, 햄버거, 피자, 한국음식 등과 잘 어울린다.
기타정보
*올가닉 와인, 비건 와인
*Guiapenin 90"
wine,레드,"보데가 세론, 엘 센티도 데라 비다",스페인,"생산자
보데가 세론 Bodega Cerron
국가/생산지역
스페인(Spain) > 후미야(Jumilla)
주요품종
카베르네 소비뇽 (Cabernet Sauvignon) , 쁘띠 베르도 (Petit Verdot)
스타일
Spanish Red
등급
Jumilla DO(DOP)
숙성
12개월 프렌치 오크 숙성
알코올
14 %
음용온도
16~18 ℃
추천음식
붉은육류, 스테이크, 양갈비, 바비큐, 불고기, 양념갈비, 파스타, 한국음식 등과 잘 어울린다.
기타정보
*올가닉 와인, 비건 와인
*Wine Advocate 89점"
wine,레드,"보데가 세론, 엘 티엠포 큐",스페인,"생산자
보데가 세론 Bodega Cerron
국가/생산지역
스페인(Spain) > 후미야(Jumilla)
주요품종
모나스트렐 (Monastrell) 100%
스타일
Spanish Monastrell
등급
Jumilla DO(DOP)
알코올
13.5 %
음용온도
16~18 ℃
추천음식
붉은 육류, 스테이크, 그릴요리, 소시지, 불고기, 갈비찜 등 과 잘 어울린다.
기타정보
*올가닉 와인, 비건 와인"
wine,레드,"보데가 세론, 헤라다 '암포라 와인'",스페인,"생산자
보데가 세론 Bodega Cerron
국가/생산지역
스페인(Spain) > 후미야(Jumilla)
주요품종
시라/쉬라즈 (Syrah/Shiraz) 100%
스타일
Spanish Red
숙성
암포라에서 12개월간 숙성
알코올
13~14 %
음용온도
16~18 ℃
추천음식
스테이크, 로스트비프, 양갈비, 바비큐, 불고기, 양념갈비, 족발, 한국음식과 잘 어울린다.
기타정보
*나무수령 97년, 377병 생산
*이산화황 미첨가(NAS), 내추럴, 암포라, 비건와인"
